Order,Property Id,DOF Gross Floor Area,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),log_Water Intensity (All Water Sources) (gal/ft²),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
7260,4399624,96722,96722,1927,1,100,71.7,76.3,4.4,0.6,,,40.84994,-73.917837,5,21501,5.666772649,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8658,2653832,55800,57432,1962,1,100,115.7,123.4,5.9,,5984,104.19,40.829554,-73.814845,10,160,6.020537795,8.69684452,4.646216155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
689,4414963,620552,625000,1964,1,100,24.5,26,3.5,0.1,,,40.71361,-74.008989,1,21,6.024657514,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11439,4406053,60500,60492,1940,1,100,11.8,11.8,3.5,,,,40.609152,-73.955434,15,552,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2226,1422300,524937,518623,1972,1,80,115.4,117.4,13,0,7505.4,14.22,40.742452,-73.986817,5,56,4.018183201,8.92337804,2.654649424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,4175563,100738,90000,2013,1,100,113.5,113.9,19.2,0,6785,75.39,40.750486,-73.987256,5,84,-0.356674944,8.822469572,4.32267464,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,2384128,81000,86786,1964,1,100,121.9,121.5,7.2,1,4682.8,53.96,40.769146,-73.951179,8,132,6.103005922,8.451651501,3.988243031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4127,2664118,1142297,950000,1972,1,100,126.4,124.8,8.9,0.9,44961.7,46.59,40.758725,-73.961803,6,10601,8.505565855,10.7135663,3.841385926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8992,3527046,98607,94720,2007,1,100,94.9,98.2,13,0.5,9187.6,93.17,40.689525,-73.987452,2,43,5.5541217,9.125610028,4.534425781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2252,4852069,103290,84284,1917,1,100,81.8,83.9,16.6,0.3,,,40.74342,-73.984017,5,74,4.759606539,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12658,4380195,98400,114800,1940,1,100,70.4,,,,7737.8,67.4,,,,,5.888600912,8.953872688,4.210645018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2926,2539077,263438,177863,1905,1,100,69.2,,,0,2742.4,10.95,40.766993,-73.987531,4,139,5.323009979,7.916588728,2.393339456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5559,4037237,128517,98922,2008,1,100,83.2,86.8,9,0.6,4078,41.22,,,,,5.604330396,8.313361951,3.718923575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2253,2945307,55395,55395,1916,1,100,85.7,91.1,7.6,0.6,,,40.745444,-73.98673,5,74,5.208392659,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12836,3112135,192640,192655,1964,1,100,85.2,89.8,4.7,0.7,7817.7,40.58,,,,,6.556494225,8.964145673,3.703275334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060,4413400,54976,54976,1924,1,100,75.9,76.9,4.4,0.4,1797.6,32.7,40.776367,-73.978405,7,157,5.313205979,7.494207721,3.487375078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13053,4408029,111750,117338,1952,1,100,65.5,70.5,3.6,0.6,4721.7,40.24,,,,,5.790571605,8.459924183,3.694861526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8407,5857303,70704,70704,1935,1,100,92.2,97.3,4.3,0.8,6263.1,88.58,40.8559,-73.868667,11,22401,5.666426688,8.742430549,4.483906098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7085,4406344,68320,68330,1935,1,100,123.1,130.9,6.6,1.1,,,40.848111,-73.909063,5,22701,5.894402834,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7024,5815594,61800,62000,1927,1,100,125.2,124.3,9.2,,11774.6,189.91,40.844323,-73.909408,4,22902,6.073505257,9.373699948,5.246550276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10647,4278872,131040,131040,1941,1,100,82.5,,3.8,0.6,,,40.645663,-73.961381,14,51001,6.237933924,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6012,2817712,54220,47004,1930,1,100,111.5,118.3,4.4,1,8700.2,160.46,40.843858,-73.941283,12,253,5.622572419,9.071101293,5.07804469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,3120038,75547,65000,1931,1,100,79,,,,1941.9,25.15,40.746676,-73.988462,5,76,5.617134668,7.571422154,3.224857897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4782,3121317,109157,118253,1928,1,100,73.6,78.4,4.9,0,,,40.776112,-73.957565,8,140,6.202737926,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,4040431,50795,52313,2002,1,100,55.3,53.8,15.6,0,1453.9,27.79,40.741967,-73.998181,4,87,0.470003629,7.28200488,3.324676244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8050,4926071,96545,96545,1926,1,100,113.6,122.3,3.3,0.3,,,40.879327,-73.877079,7,423,6.516784617,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6252,2705494,80927,80917,1960,1,100,77.8,77.1,4.9,0.6,,,40.856285,-73.933948,12,279,5.583496309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10467,4907682,51846,52000,1931,1,100,87.8,94.2,4.3,0.8,42113.6,809.88,40.656688,-73.960704,9,79802,5.302309388,10.64812601,6.696886089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14297,5832549,66580,77677,1962,2,100,85.5,89.8,,0.8,,,,,,,5.912962319,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5410,2669177,120542,132596,1925,1,100,69.3,68.9,4.4,0.5,3557.7,26.83,40.800615,-73.969284,7,191,5.939644798,8.176869548,3.289520664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4718,4038897,57726,60035,1922,1,100,79.2,82.8,5.2,0.3,1392.1,23.19,40.782692,-73.959153,8,15002,5.478135793,7.238568677,3.143721151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12426,2816284,136000,136000,1969,1,100,144,153.3,10.5,1.2,14102.9,74.23,,,,,6.986751285,9.554135729,4.307168381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,1273461,205020,169672,1957,1,100,69.8,,,,,,40.760703,-73.975634,5,104,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10174,4956905,75233,76091,2009,1,95,71.5,71.9,5.7,0.5,6082.1,79.93,40.661951,-73.908776,16,916,5.33753808,8.71310531,4.381151252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,4038883,79852,83200,1911,1,100,88.1,87.5,5.4,0.6,,,40.792682,-73.976757,7,179,5.772375266,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9360,2797187,83559,97485,2006,1,100,81.7,88,4,0.7,,,40.671335,-73.960977,8,217,5.885548322,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12663,4412074,56636,56636,1938,1,100,80.7,80.2,3,0.7,3186.7,56.27,,,,,5.3499606,8.066741178,4.030161533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3961,3114476,216621,230470,2008,1,100,58.2,59.6,11,0.2,5925.8,25.17,40.75722,-73.968265,6,98,5.536940489,8.687070978,3.225652809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10144,4956920,87429,87429,2009,1,95,70.1,69.9,4.7,0.5,,,40.670111,-73.912792,16,924,5.510197726,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1823,3513340,80800,74150,1910,1,100,48.9,52.5,7.8,,,,40.744681,-73.99302,4,91,4.891851758,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6332,2817607,158247,143247,1929,1,100,132.1,,,,,,40.866769,-73.923825,12,295,7.152190544,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10514,3520097,85716,98573,1927,1,100,114.5,122.6,3.2,1.1,,,40.651617,-73.965144,14,50804,6.292309606,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8423,2956338,82956,82956,1928,1,100,70.1,74.8,0.8,0.7,8432.4,101.65,40.855858,-73.865699,11,22403,5.696086268,9.039836708,4.62153554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10615,2813969,54826,55426,1928,1,100,83.4,,,,7352.4,114.95,40.647282,-73.960198,14,51002,5.508578292,8.90278207,4.744497251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13863,2805424,73000,80300,1963,1,100,67.8,70.2,4.1,,3928.8,48.93,,,,,5.775172471,8.276089315,3.890390705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2841,3066957,552775,597467,1931,1,100,96.7,99.9,19.9,,,,40.757661,-73.990832,4,115,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13590,3481971,67324,74056,2000,1,100,83.3,89.3,8.4,0.6,3401.4,45.93,,,,,5.365040999,8.131942391,3.827118498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,2895860,809401,767690,1921,1,100,64.3,65.9,9.7,,19907.9,22.43,40.705752,-74.013374,1,13,,9.898871917,3.110399349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10742,3520646,99482,114403,1964,1,100,137.6,147.5,3.6,1.4,6115.3,53.45,40.633876,-73.957922,14,766,6.629099018,8.718549107,3.978746637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,4453212,194030,194030,1997,1,100,88.5,93.8,8.3,0.7,9908.3,51.07,40.804617,-73.941505,11,198,6.41460584,9.201128069,3.933197241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7586,2772761,53898,62881,1927,1,100,115.1,,4.3,0.7,5913.2,94.04,40.854089,-73.905903,5,241,5.951423498,8.684942419,4.543720224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12773,4380995,72400,84466,1940,1,100,79.8,,,,7161.8,84.79,,,,,5.718671087,8.876516625,4.440177611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12716,3531279,89772,104449,1962,1,100,91,95.8,5.1,0.8,,,,,,,6.00635316,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7155,3820730,67000,67000,2003,1,100,124.6,126.2,14.6,0.8,,,40.848015,-73.909931,5,22701,5.572154032,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4447,2649543,83220,140420,1961,1,100,49.8,53.3,4.4,0.4,,,40.767988,-73.96048,8,126,5.544786743,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12118,2805480,235000,258500,1937,8,100,43,47.3,2.3,0.4,,,,,,,6.174827228,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,2671362,155513,127038,2006,1,100,101,104.4,16.5,0.5,,,40.757593,-73.978862,5,96,5.751301991,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6656,2972797,112854,112854,1928,1,100,99.8,106.1,4.6,0.9,12062.6,106.89,40.823871,-73.926122,4,63,6.219396615,9.397865036,4.671800268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2479,2652643,96102,88900,1955,1,100,109.5,,,,6818.8,70.96,40.746768,-73.978505,6,80,6.376046444,8.827438782,4.262116338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
442,4950902,104463,104463,1949,1,100,24.3,26.1,0.1,0.3,,,,,,,4.889596966,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13325,5934993,139142,139392,1941,1,100,70.9,76.4,2.9,0.7,6585.1,47.24,40.716601,-73.844101,6,737,6.106577354,8.7925648,3.855240991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3549,2649527,63794,80600,1933,1,100,67.1,66.6,3.4,0.5,,,40.793294,-73.976236,7,179,5.459159892,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6490,4043065,117206,120000,2003,1,100,69.8,73.3,5.5,0.5,10060.2,83.84,40.82572,-73.909531,3,185,5.783825182,9.216342324,4.428910221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6158,4037640,84318,85000,1920,1,100,69.1,68.1,5.2,0.3,,,40.848429,-73.937907,12,265,5.583496309,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6098,2805533,223200,245520,1959,1,100,75.8,80.2,4.5,,12372,50.39,40.859783,-73.927036,12,283,7.010492356,9.423191134,3.919792743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1619,4951878,74195,60945,2010,1,100,83.1,85.7,16.6,0.3,2430.4,34.13,40.740658,-73.998708,4,81,4.600157644,7.795811132,3.530176763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5456,4040454,141460,145703,1912,1,100,43.3,46.7,2.7,,,,40.797056,-73.973685,7,183,5.899623343,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2990,2734969,153363,153363,2008,1,100,97.6,100,19.3,0.3,9344.3,60.93,40.764317,-73.995784,4,129,5.55101972,9.142521811,4.109725664,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7158,3095860,68388,78356,1931,1,100,96.8,102.7,5.8,0,,,40.848411,-73.910494,5,23301,6.109914027,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6348,4412197,87400,87400,1939,1,100,68.9,73,3.6,0,3059.8,35.01,40.870768,-73.916141,12,307,5.885826215,8.026104833,3.555633735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,2711331,168176,159000,1927,1,100,61.5,65.1,7.9,0.4,,,40.709932,-74.009869,1,1502,5.778271327,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,4032909,89582,81831,1907,1,100,78.6,80.9,16,0.3,1372,15.32,40.749333,-73.986661,5,76,4.69043003,7.224024808,2.729159164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4420,3128407,184245,190995,1963,1,100,85.4,,7.3,0.4,6838.7,35.81,40.763774,-73.964103,8,110,6.520621128,8.830352934,3.578227184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4470,2667321,77928,83494,1961,1,100,79.7,83.5,5.2,0,3306.1,39.6,40.772804,-73.957852,8,134,5.928258471,8.103524526,3.678829118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9525,4414966,84170,87125,2014,1,100,16.2,16.2,4.8,,,,40.669767,-73.931447,8,351,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8618,4842723,55304,58069,1965,1,100,30.1,30.3,5.6,0.1,13295,228.95,40.90524,-73.849534,12,414,3.490428515,9.495143304,5.433503639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13089,4408041,112500,118125,1940,1,100,72.8,78.6,3.1,0.7,5164.6,43.72,,,,,5.975589198,8.549582934,3.777805663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1962,3108040,107152,112462,1911,1,100,108.3,109.7,17.6,0.3,4479.3,37.33,40.739666,-73.992725,5,54,5.861071083,8.407222063,3.619797293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
